MatchKey,BattingTeam,Score,Wickets,InningsResult,Overs,RPO,Lead,Inns,Result,Opposition,HostCountry,StartDate
937,England,235,10,1,94,2.5,235,3,0,India,England,07/03/1986
938,England,307,10,1,118.5,2.59,307,1,0,New Zealand,England,7/24/1986
938,England,295,6,0,120.4,2.45,260,3,0,New Zealand,England,7/24/1986
939,England,256,10,1,89.5,2.86,256,1,0,New Zealand,England,08/07/1986
939,England,230,10,1,95.1,2.42,73,3,0,New Zealand,England,08/07/1986
940,England,388,5,0,90.5,4.29,101,2,0,New Zealand,England,8/21/1986
944,England,456,10,1,134,3.4,456,1,1,Australia,Australia,11/14/1986
944,England,77,3,1,22.3,3.45,3,4,1,Australia,Australia,11/14/1986
946,England,592,8,0,170.1,3.48,592,1,0,Australia,Australia,11/28/1986
946,England,199,8,0,53.3,3.73,390,3,0,Australia,Australia,11/28/1986
947,England,455,10,1,148.4,3.07,-59,2,0,Australia,Australia,12/12/1986
947,England,39,2,1,23,1.7,-221,4,0,Australia,Australia,12/12/1986
949,England,349,10,1,120.5,2.9,208,2,1,Australia,Australia,12/26/1986
952,England,275,10,1,94,2.93,-68,2,0,Australia,Australia,01/10/1987
952,England,264,10,1,114,2.32,-55,4,0,Australia,Australia,01/10/1987
962,England,136,10,1,60.4,2.25,136,1,0,Pakistan,England,07/02/1987
962,England,199,10,1,78.1,2.55,8,3,0,Pakistan,England,07/02/1987
963,England,521,10,1,169.5,3.07,82,2,0,Pakistan,England,7/23/1987
963,England,109,7,1,17.4,6.26,4,4,0,Pakistan,England,7/23/1987
964,England,232,10,1,99.4,2.33,-476,2,0,Pakistan,England,08/06/1987
964,England,315,4,1,142,2.22,61,3,0,Pakistan,England,08/06/1987
966,England,175,10,1,83,2.11,175,1,0,Pakistan,Pakistan,11/25/1987
966,England,130,10,1,79.2,1.64,-87,3,0,Pakistan,Pakistan,11/25/1987
968,England,292,10,1,114.2,2.56,292,1,0,Pakistan,Pakistan,12/07/1987
968,England,137,6,0,40,3.43,238,3,0,Pakistan,Pakistan,12/07/1987
971,England,294,10,1,121.4,2.42,294,1,0,Pakistan,Pakistan,12/16/1987
971,England,258,9,1,137,1.88,199,3,0,Pakistan,Pakistan,12/16/1987
975,England,425,10,1,172.5,2.46,425,1,0,Australia,Australia,1/29/1988
976,England,319,10,1,120.1,2.66,319,1,0,New Zealand,New Zealand,02/12/1988
976,England,152,10,1,74.1,2.05,303,3,0,New Zealand,New Zealand,02/12/1988
978,England,323,10,1,141.1,2.29,22,2,0,New Zealand,New Zealand,2/25/1988
982,England,245,10,1,101,2.43,245,1,0,West Indies,England,06/02/1988
982,England,301,3,1,108,2.79,98,3,0,West Indies,England,06/02/1988
983,England,165,10,1,59,2.8,-44,2,0,West Indies,England,6/16/1988
983,England,307,10,1,86.5,3.55,34,4,0,West Indies,England,6/16/1988
984,England,135,10,1,60.2,2.24,135,1,0,West Indies,England,6/30/1988
984,England,93,10,1,42.4,2.19,56,3,0,West Indies,England,6/30/1988
985,England,201,10,1,69.1,2.91,201,1,0,West Indies,England,7/21/1988
985,England,138,10,1,61.5,2.24,64,3,0,West Indies,England,7/21/1988
986,England,205,10,1,90.3,2.27,205,1,0,West Indies,England,08/04/1988
986,England,202,10,1,89.1,2.27,224,3,0,West Indies,England,08/04/1988
987,England,429,10,1,143.2,3,235,2,1,Sri Lanka,England,8/25/1988
987,England,100,3,1,34.4,2.91,4,4,1,Sri Lanka,England,8/25/1988
1004,England,430,10,1,121.5,3.54,71,2,0,Australia,England,06/08/1989
1004,England,191,10,1,55.2,3.46,-210,4,0,Australia,England,06/08/1989
1005,England,286,10,1,86.5,3.31,286,1,0,Australia,England,6/22/1989
1005,England,359,10,1,130,2.76,117,3,0,Australia,England,6/22/1989
1006,England,242,10,1,96.3,2.51,82,2,0,Australia,England,07/06/1989
1007,England,260,10,1,103,2.52,260,1,0,Australia,England,7/27/1989
1007,England,264,10,1,110.4,2.39,77,3,0,Australia,England,7/27/1989
1008,England,255,10,1,76.5,3.33,-347,2,0,Australia,England,08/10/1989
1008,England,167,10,1,55.3,3.02,80,3,0,Australia,England,08/10/1989
1009,England,285,10,1,92.1,3.09,83,2,0,Australia,England,8/24/1989
1009,England,143,5,1,46.1,3.1,-259,4,0,Australia,England,8/24/1989
1021,England,364,10,1,109.2,3.33,200,2,1,West Indies,West Indies,2/24/1990
1021,England,41,1,1,16.3,2.52,1,4,1,West Indies,West Indies,2/24/1990
1023,England,288,10,1,137.2,2.1,89,2,0,West Indies,West Indies,3/23/1990
1023,England,120,5,1,33,3.64,-30,4,0,West Indies,West Indies,3/23/1990
1024,England,358,10,1,109.3,3.28,-88,2,0,West Indies,West Indies,04/05/1990
1024,England,191,10,1,91.4,2.09,64,4,0,West Indies,West Indies,04/05/1990
1025,England,260,10,1,91.1,2.85,260,1,0,West Indies,West Indies,04/12/1990
1025,England,154,10,1,47,3.28,-32,3,0,West Indies,West Indies,04/12/1990
1026,England,345,9,0,138,2.5,137,2,0,New Zealand,England,06/07/1990
1027,England,334,10,1,89.4,3.74,334,1,0,New Zealand,England,6/21/1990
1027,England,272,4,0,78,3.49,144,3,0,New Zealand,England,6/21/1990
1028,England,435,10,1,141.5,3.07,435,1,1,New Zealand,England,07/05/1990
1028,England,158,10,1,49,3.22,344,3,1,New Zealand,England,07/05/1990
1029,England,653,4,0,162,4.03,653,1,1,India,England,7/26/1990
1029,England,272,4,0,54.2,5.02,471,3,1,India,England,7/26/1990
1030,England,519,10,1,160.5,3.23,519,1,0,India,England,08/09/1990
1030,England,320,4,0,81,3.95,407,3,0,India,England,08/09/1990
1031,England,340,10,1,123.4,2.76,-266,2,0,India,England,8/23/1990
1031,England,477,4,0,154,3.1,211,3,0,India,England,8/23/1990
1036,England,194,10,1,78,2.49,194,1,0,Australia,Australia,11/23/1990
1036,England,114,10,1,53.1,2.15,156,3,0,Australia,Australia,11/23/1990
1040,England,352,10,1,131.4,2.68,352,1,0,Australia,Australia,12/26/1990
1040,England,150,10,1,73,2.05,196,3,0,Australia,Australia,12/26/1990
1041,England,469,8,0,172.1,2.73,-49,2,0,Australia,Australia,01/04/1991
1041,England,113,4,1,25,4.52,41,4,0,Australia,Australia,01/04/1991
1042,England,229,10,1,81.3,2.82,57,2,0,Australia,Australia,1/25/1991
1042,England,335,5,1,96,3.49,36,4,0,Australia,Australia,1/25/1991
1044,England,244,10,1,66.4,3.67,244,1,0,Australia,Australia,02/01/1991
1044,England,182,10,1,61.3,2.97,119,3,0,Australia,Australia,02/01/1991
1052,England,198,10,1,79.2,2.5,198,1,1,West Indies,England,06/06/1991
1052,England,252,10,1,106,2.38,277,3,1,West Indies,England,06/06/1991
1053,England,354,10,1,118,3,-65,2,0,West Indies,England,6/20/1991
1054,England,300,10,1,103.5,2.9,300,1,0,West Indies,England,07/04/1991
1054,England,211,10,1,79,2.67,114,3,0,West Indies,England,07/04/1991
1055,England,188,10,1,70.4,2.67,188,1,0,West Indies,England,7/25/1991
1055,England,255,10,1,105.4,2.42,151,3,0,West Indies,England,7/25/1991
1056,England,419,10,1,151.1,2.77,419,1,1,West Indies,England,08/08/1991
1056,England,146,5,1,31.4,4.65,4,4,1,West Indies,England,08/08/1991
1057,England,282,10,1,95,2.97,282,1,1,Sri Lanka,England,8/22/1991
1057,England,364,3,0,85.1,4.28,422,3,1,Sri Lanka,England,8/22/1991
1063,England,580,9,0,163,3.56,580,1,1,New Zealand,New Zealand,1/18/1992
1065,England,203,10,1,83,2.45,203,1,1,New Zealand,New Zealand,1/30/1992
1065,England,321,10,1,98.4,3.26,382,3,1,New Zealand,New Zealand,1/30/1992
1067,England,305,10,1,118.1,2.58,305,1,0,New Zealand,New Zealand,02/06/1992
1067,England,359,7,0,119.3,3.01,232,3,0,New Zealand,New Zealand,02/06/1992
1069,England,255,10,1,76.1,3.35,255,1,0,Pakistan,England,6/18/1992
1069,England,175,10,1,52.4,3.34,137,3,0,Pakistan,England,6/18/1992
1070,England,390,10,1,100.4,3.88,15,2,0,Pakistan,England,07/02/1992
1071,England,320,10,1,113.5,2.82,123,2,1,Pakistan,England,7/23/1992
1071,England,99,4,1,42.4,2.33,1,4,1,Pakistan,England,7/23/1992
1072,England,207,10,1,78.1,2.65,207,1,0,Pakistan,England,08/06/1992
1072,England,174,10,1,72,2.42,1,3,0,Pakistan,England,08/06/1992
1090,England,163,10,1,100.1,1.63,-208,2,0,India,India,1/29/1993
1090,England,286,10,1,137.2,2.08,78,3,0,India,India,1/29/1993
1092,England,286,10,1,127.3,2.25,-274,2,0,India,India,02/11/1993
1092,England,252,10,1,81.1,3.11,-22,3,0,India,India,02/11/1993
1093,England,347,10,1,135,2.57,347,1,0,India,India,2/19/1993
1093,England,229,10,1,82.5,2.78,5,3,0,India,India,2/19/1993
1098,England,380,10,1,130.1,2.92,380,1,0,Sri Lanka,Sri Lanka,3/13/1993
1098,England,228,10,1,66,3.45,139,3,0,Sri Lanka,Sri Lanka,3/13/1993
1102,England,210,10,1,74.5,2.82,-79,2,0,Australia,England,06/03/1993
1102,England,332,10,1,120.2,2.76,79,4,0,Australia,England,06/03/1993
1103,England,205,10,1,99,2.07,-427,2,0,Australia,England,6/17/1993
1103,England,365,10,1,165.5,2.21,-62,3,0,Australia,England,6/17/1993
1104,England,321,10,1,118.4,2.71,321,1,0,Australia,England,07/01/1993
1104,England,422,6,0,155,2.72,370,3,0,Australia,England,07/01/1993
1105,England,200,10,1,82.5,2.42,-453,2,0,Australia,England,7/22/1993
1105,England,305,10,1,127,2.4,48,3,0,Australia,England,7/22/1993
1108,England,276,10,1,101.5,2.72,276,1,0,Australia,England,08/05/1993
1108,England,251,10,1,133.2,1.88,119,3,0,Australia,England,08/05/1993
1109,England,380,10,1,101.5,3.74,380,1,1,Australia,England,8/19/1993
1109,England,313,10,1,119.2,2.63,390,3,1,Australia,England,8/19/1993
1127,England,234,10,1,98.1,2.39,234,1,0,West Indies,West Indies,2/19/1994
1127,England,267,10,1,91.5,2.92,94,3,0,West Indies,West Indies,2/19/1994
1131,England,322,10,1,124.5,2.59,322,1,0,West Indies,West Indies,3/17/1994
1131,England,190,10,1,85,2.24,-44,3,0,West Indies,West Indies,3/17/1994
1134,England,328,10,1,112.2,2.92,76,2,0,West Indies,West Indies,3/25/1994
1134,England,46,10,1,19.1,2.41,47,4,0,West Indies,West Indies,3/25/1994
1135,England,355,10,1,100.2,3.54,355,1,1,West Indies,West Indies,04/08/1994
1135,England,394,7,0,108.5,3.63,445,3,1,West Indies,West Indies,04/08/1994
1136,England,593,10,1,206.1,2.88,0,2,0,West Indies,West Indies,4/16/1994
1137,England,567,8,0,174.4,3.25,316,2,1,New Zealand,England,06/02/1994
1138,England,281,10,1,121,2.32,95,2,0,New Zealand,England,6/16/1994
1138,England,254,8,1,108,2.35,52,4,0,New Zealand,England,6/16/1994
1139,England,382,10,1,146.3,2.61,382,1,0,New Zealand,England,6/30/1994
1140,England,180,10,1,61.3,2.94,77,2,0,South Africa,England,7/21/1994
1140,England,99,10,1,45.5,2.18,-356,4,0,South Africa,England,7/21/1994
1141,England,477,9,0,160.3,2.98,477,1,0,South Africa,England,08/04/1994
1141,England,267,5,0,78.3,3.41,297,3,0,South Africa,England,08/04/1994
1143,England,304,10,1,77,3.95,-28,2,1,South Africa,England,8/18/1994
1143,England,205,2,1,35.3,5.81,2,4,1,South Africa,England,8/18/1994
1152,England,167,10,1,67.2,2.49,-259,2,0,Australia,Australia,11/25/1994
1152,England,323,10,1,137.2,2.35,84,4,0,Australia,Australia,11/25/1994
1156,England,212,10,1,83.4,2.54,-67,2,0,Australia,Australia,12/24/1994
1156,England,92,10,1,42.5,2.16,-295,4,0,Australia,Australia,12/24/1994
1158,England,309,10,1,119.2,2.59,309,1,0,Australia,Australia,01/01/1995
1158,England,255,2,0,72,3.54,448,3,0,Australia,Australia,01/01/1995
1161,England,353,10,1,141.3,2.5,353,1,1,Australia,Australia,1/26/1995
1161,England,328,10,1,94.5,3.47,262,3,1,Australia,Australia,1/26/1995
1164,England,295,10,1,96.3,3.06,7,2,0,Australia,Australia,02/03/1995
1164,England,123,10,1,41,3,-329,4,0,Australia,Australia,02/03/1995
1175,England,199,10,1,59.5,3.34,199,1,0,West Indies,England,06/08/1995
1175,England,208,10,1,67.2,3.1,125,3,0,West Indies,England,06/08/1995
1176,England,283,10,1,99.4,2.85,283,1,1,West Indies,England,6/22/1995
1176,England,336,10,1,99.1,3.39,295,3,1,West Indies,England,6/22/1995
1177,England,147,10,1,44.2,3.33,147,1,0,West Indies,England,07/06/1995
1177,England,89,10,1,30,2.97,-64,3,0,West Indies,England,07/06/1995
1178,England,437,10,1,136,3.21,221,2,1,West Indies,England,7/27/1995
1178,England,94,4,1,35.5,2.65,1,4,1,West Indies,England,7/27/1995
1179,England,440,10,1,152.4,2.89,440,1,0,West Indies,England,08/10/1995
1179,England,269,9,0,104,2.59,292,3,0,West Indies,England,08/10/1995
1180,England,454,10,1,159,2.86,454,1,0,West Indies,England,8/24/1995
1180,England,223,4,1,98,2.28,5,3,0,West Indies,England,8/24/1995
1189,England,200,10,1,68.3,2.93,32,2,0,South Africa,South Africa,11/30/1995
1189,England,351,5,1,165,2.13,27,4,0,South Africa,South Africa,11/30/1995
1193,England,263,10,1,120.4,2.18,65,2,0,South Africa,South Africa,12/26/1995
1193,England,189,3,1,92,2.05,38,4,0,South Africa,South Africa,12/26/1995
1194,England,153,10,1,68.1,2.25,153,1,0,South Africa,South Africa,01/02/1996
1194,England,157,10,1,62.5,2.51,66,3,0,South Africa,South Africa,01/02/1996
1200,England,313,10,1,90.2,3.47,99,2,1,India,England,06/06/1996
1200,England,121,2,1,33.5,3.61,1,4,1,India,England,06/06/1996
1201,England,344,10,1,130.3,2.64,344,1,0,India,England,6/20/1996
1201,England,278,9,0,121,2.3,193,3,0,India,England,6/20/1996
1202,England,564,10,1,198.5,2.84,43,2,0,India,England,07/04/1996
1203,England,285,10,1,102.4,2.78,-55,2,0,Pakistan,England,7/25/1996
1203,England,243,10,1,97.1,2.5,64,4,0,Pakistan,England,7/25/1996
1204,England,501,10,1,156.5,3.2,53,2,0,Pakistan,England,08/08/1996
1205,England,326,10,1,99.2,3.29,326,1,0,Pakistan,England,8/22/1996
1205,England,242,10,1,82.4,2.94,47,3,0,Pakistan,England,8/22/1996
1218,England,406,10,1,151.4,2.68,30,2,0,Zimbabwe,Zimbabwe,12/18/1996
1218,England,204,6,1,37,5.51,0,4,0,Zimbabwe,Zimbabwe,12/18/1996
1221,England,156,10,1,83.1,1.88,156,1,0,Zimbabwe,Zimbabwe,12/26/1996
1221,England,195,3,1,93,2.1,136,3,0,Zimbabwe,Zimbabwe,12/26/1996
1224,England,521,10,1,187.4,2.78,131,2,0,New Zealand,New Zealand,1/24/1997
1227,England,383,10,1,137.3,2.79,259,2,1,New Zealand,New Zealand,02/06/1997
1228,England,228,10,1,84.4,2.7,18,2,1,New Zealand,New Zealand,2/14/1997
1228,England,307,6,1,146.4,2.1,3,4,1,New Zealand,New Zealand,2/14/1997
1239,England,478,9,0,138.4,3.45,360,2,1,Australia,England,06/05/1997
1239,England,119,1,1,21.3,5.59,2,4,1,Australia,England,06/05/1997
1241,England,77,10,1,42.3,1.82,77,1,0,Australia,England,6/19/1997
1241,England,266,4,0,79,3.37,130,3,0,Australia,England,6/19/1997
1243,England,162,10,1,84.4,1.92,-73,2,0,Australia,England,07/03/1997
1243,England,200,10,1,73.4,2.72,-268,4,0,Australia,England,07/03/1997
1244,England,172,10,1,59.4,2.9,172,1,0,Australia,England,7/24/1997
1244,England,268,10,1,91.1,2.94,-61,3,0,Australia,England,7/24/1997
1246,England,313,10,1,93.5,3.35,14,2,0,Australia,England,08/07/1997
1246,England,186,10,1,48.5,3.84,-264,4,0,Australia,England,08/07/1997
1248,England,180,10,1,56.4,3.19,180,1,1,Australia,England,8/21/1997
1248,England,163,10,1,66.5,2.45,123,3,1,Australia,England,8/21/1997
1266,England,214,10,1,109,1.96,214,1,0,West Indies,West Indies,02/05/1998
1266,England,258,10,1,94.5,2.73,281,3,0,West Indies,West Indies,02/05/1998
1267,England,145,10,1,71.4,2.03,4,2,1,West Indies,West Indies,2/13/1998
1267,England,225,7,1,108,2.08,1,4,1,West Indies,West Indies,2/13/1998
1272,England,170,10,1,87.1,1.95,82,2,0,West Indies,West Indies,2/27/1998
1272,England,137,10,1,62.1,2.21,-242,4,0,West Indies,West Indies,2/27/1998
1275,England,403,10,1,153.5,2.63,403,1,0,West Indies,West Indies,03/12/1998
1275,England,233,3,0,71,3.28,374,3,0,West Indies,West Indies,03/12/1998
1279,England,127,10,1,70.5,1.8,127,1,0,West Indies,West Indies,3/20/1998
1279,England,321,10,1,147.2,2.18,-52,3,0,West Indies,West Indies,3/20/1998
1285,England,462,10,1,181,2.55,462,1,0,South Africa,England,06/04/1998
1285,England,170,8,0,45.1,3.77,289,3,0,South Africa,England,06/04/1998
1287,England,110,10,1,46.3,2.38,-250,2,0,South Africa,England,6/18/1998
1287,England,264,10,1,120,2.2,14,3,0,South Africa,England,6/18/1998
1288,England,183,10,1,82.1,2.23,-369,2,0,South Africa,England,07/02/1998
1288,England,369,9,1,171,2.16,0,3,0,South Africa,England,07/02/1998
1289,England,336,10,1,127.5,2.64,-38,2,1,South Africa,England,7/23/1998
1289,England,247,2,1,87,2.84,1,4,1,South Africa,England,7/23/1998
1290,England,230,10,1,83.3,2.76,230,1,1,South Africa,England,08/06/1998
1290,England,240,10,1,110.2,2.18,218,3,1,South Africa,England,08/06/1998
1291,England,445,10,1,158.3,2.81,445,1,0,Sri Lanka,England,8/27/1998
1291,England,181,10,1,129.2,1.4,35,3,0,Sri Lanka,England,8/27/1998
1296,England,375,10,1,128.2,2.93,10,2,0,Australia,Australia,11/20/1998
1296,England,179,6,1,68,2.63,68,4,0,Australia,Australia,11/20/1998
1299,England,112,10,1,39,2.87,112,1,0,Australia,Australia,11/28/1998
1299,England,191,10,1,70.2,2.72,63,3,0,Australia,Australia,11/28/1998
1302,England,227,10,1,82.5,2.75,64,2,0,Australia,Australia,12/11/1998
1302,England,237,10,1,89,2.66,-205,4,0,Australia,Australia,12/11/1998
1304,England,270,10,1,76,3.55,270,1,1,Australia,Australia,12/26/1998
1304,England,244,10,1,80.2,3.04,174,3,1,Australia,Australia,12/26/1998
1307,England,220,10,1,80.1,2.75,2,2,0,Australia,Australia,01/02/1999
1307,England,188,10,1,66.1,2.84,-98,4,0,Australia,Australia,01/02/1999
1323,England,126,10,1,46.4,2.72,0,2,1,New Zealand,England,07/01/1999
1323,England,211,3,1,43.4,4.86,4,4,1,New Zealand,England,07/01/1999
1324,England,186,10,1,61.1,3.04,186,1,0,New Zealand,England,7/22/1999
1324,England,229,10,1,101.4,2.26,57,3,0,New Zealand,England,7/22/1999
1325,England,199,10,1,109.1,1.82,199,1,0,New Zealand,England,08/05/1999
1325,England,181,2,1,68,2.66,16,3,0,New Zealand,England,08/05/1999
1326,England,153,10,1,80,1.91,-83,2,0,New Zealand,England,8/19/1999
1326,England,162,10,1,56.1,2.89,-83,4,0,New Zealand,England,8/19/1999
1338,England,122,10,1,41.4,2.95,122,1,0,South Africa,South Africa,11/25/1999
1338,England,260,10,1,83.4,3.12,-21,3,0,South Africa,South Africa,11/25/1999
1342,England,373,10,1,137.1,2.72,-77,2,0,South Africa,South Africa,12/09/1999
1342,England,153,6,1,77,1.99,48,4,0,South Africa,South Africa,12/09/1999
1347,England,366,9,0,166.4,2.2,366,1,0,South Africa,South Africa,12/26/1999
1349,England,258,10,1,113,2.28,258,1,0,South Africa,South Africa,01/02/2000
1349,England,126,10,1,60.3,2.09,-37,3,0,South Africa,South Africa,01/02/2000
1360,England,415,10,1,135.5,3.06,332,2,1,Zimbabwe,England,5/18/2000
1363,England,374,10,1,135.2,2.77,374,1,0,Zimbabwe,England,06/01/2000
1363,England,147,10,1,75,1.96,236,3,0,Zimbabwe,England,06/01/2000
1365,England,179,10,1,69,2.59,179,1,0,West Indies,England,6/15/2000
1365,England,125,10,1,58,2.16,-93,3,0,West Indies,England,6/15/2000
1367,England,134,10,1,48.2,2.78,33,2,1,West Indies,England,6/29/2000
1367,England,191,8,1,69.5,2.75,4,4,1,West Indies,England,6/29/2000
1370,England,303,10,1,97.2,3.12,146,2,0,West Indies,England,08/03/2000
1370,England,80,1,1,33.4,2.4,-212,4,0,West Indies,England,08/03/2000
1372,England,272,10,1,81.5,3.34,100,2,1,West Indies,England,8/17/2000
1373,England,281,10,1,123.4,2.28,281,1,1,West Indies,England,8/31/2000
1373,England,217,10,1,108,2.01,373,3,1,West Indies,England,8/31/2000
1377,England,480,8,0,196,2.45,480,1,0,Pakistan,Pakistan,11/15/2000
1377,England,77,4,0,32.1,2.4,156,3,0,Pakistan,Pakistan,11/15/2000
1382,England,342,10,1,136.4,2.51,26,2,0,Pakistan,Pakistan,11/29/2000
1382,England,125,5,1,57,2.19,18,4,0,Pakistan,Pakistan,11/29/2000
1385,England,388,10,1,179.1,2.17,7,2,1,Pakistan,Pakistan,12/07/2000
1385,England,176,4,1,41.3,4.26,1,4,1,Pakistan,Pakistan,12/07/2000
1393,England,253,10,1,132.3,1.91,-217,2,0,Sri Lanka,Sri Lanka,2/22/2001
1393,England,189,10,1,110.3,1.71,-28,3,0,Sri Lanka,Sri Lanka,2/22/2001
1395,England,387,10,1,157,2.46,90,2,1,Sri Lanka,Sri Lanka,03/07/2001
1395,England,161,7,1,71.1,2.26,1,4,1,Sri Lanka,Sri Lanka,03/07/2001
1400,England,249,10,1,109.5,2.27,8,2,1,Sri Lanka,Sri Lanka,3/15/2001
1400,England,74,6,1,24.3,3.05,1,4,1,Sri Lanka,Sri Lanka,3/15/2001
1409,England,391,10,1,130,3.01,391,1,1,Pakistan,England,5/17/2001
1410,England,357,10,1,111.2,3.21,-46,2,0,Pakistan,England,5/31/2001
1410,England,261,10,1,105.1,2.48,8,4,0,Pakistan,England,5/31/2001
1413,England,294,10,1,65.3,4.5,294,1,0,Australia,England,07/05/2001
1413,England,164,10,1,42.1,3.9,18,3,0,Australia,England,07/05/2001
1415,England,187,10,1,63.3,2.95,187,1,0,Australia,England,7/19/2001
1415,England,227,10,1,66,3.44,13,3,0,Australia,England,7/19/2001
1417,England,185,10,1,52.5,3.52,185,1,0,Australia,England,08/02/2001
1417,England,162,10,1,57,2.84,157,3,0,Australia,England,08/02/2001
1419,England,309,10,1,94.2,3.28,38,2,1,Australia,England,8/16/2001
1419,England,315,4,1,73.2,4.3,1,4,1,Australia,England,8/16/2001
1421,England,432,10,1,118.2,3.65,-209,2,0,Australia,England,8/23/2001
1421,England,184,10,1,68.3,2.69,-25,3,0,Australia,England,8/23/2001
1436,England,238,10,1,76.3,3.12,238,1,0,India,India,12/03/2001
1436,England,235,10,1,77.4,3.04,4,3,0,India,India,12/03/2001
1437,England,407,10,1,144.3,2.82,407,1,0,India,India,12/11/2001
1437,England,257,10,1,83.2,3.09,373,3,0,India,India,12/11/2001
1440,England,336,10,1,123.3,2.73,336,1,0,India,India,12/19/2001
1440,England,33,0,1,7.1,4.65,131,3,0,India,India,12/19/2001
1456,England,228,10,1,81.2,2.81,228,1,1,New Zealand,New Zealand,3/13/2002
1456,England,468,6,0,96.4,4.85,549,3,1,New Zealand,New Zealand,3/13/2002
1458,England,280,10,1,88.3,3.17,280,1,0,New Zealand,New Zealand,3/21/2002
1458,England,293,4,0,65,4.51,355,3,0,New Zealand,New Zealand,3/21/2002
1459,England,160,10,1,45.4,3.52,-42,2,0,New Zealand,New Zealand,3/30/2002
1459,England,233,10,1,63,3.7,-78,4,0,New Zealand,New Zealand,3/30/2002
1465,England,275,10,1,73.1,3.76,-280,2,0,Sri Lanka,England,5/16/2002
1465,England,529,5,0,191,2.77,249,3,0,Sri Lanka,England,5/16/2002
1467,England,545,10,1,163.5,3.33,383,2,1,Sri Lanka,England,5/30/2002
1468,England,512,10,1,145.2,3.53,512,1,1,Sri Lanka,England,6/13/2002
1468,England,50,0,1,5,10,1,4,1,Sri Lanka,England,6/13/2002
1472,England,487,10,1,142.2,3.42,487,1,1,India,England,7/25/2002
1472,England,301,6,0,64.4,4.67,567,3,1,India,England,7/25/2002
1474,England,617,10,1,144.5,4.27,260,2,0,India,England,08/08/2002
1475,England,273,10,1,89,3.07,-355,2,0,India,England,8/22/2002
1475,England,309,10,1,110.5,2.8,-46,3,0,India,England,8/22/2002
1476,England,515,10,1,155.4,3.31,515,1,0,India,England,09/05/2002
1476,England,114,0,1,28,4.07,121,3,0,India,England,09/05/2002
1485,England,325,10,1,106.5,3.05,67,2,0,Australia,Australia,11/07/2002
1485,England,79,10,1,28.2,2.8,-384,4,0,Australia,Australia,11/07/2002
1490,England,342,10,1,115.5,2.96,342,1,0,Australia,Australia,11/21/2002
1490,England,159,10,1,59.2,2.69,-51,3,0,Australia,Australia,11/21/2002
1491,England,185,10,1,64.2,2.88,185,1,0,Australia,Australia,11/29/2002
1491,England,223,10,1,82.1,2.72,-48,3,0,Australia,Australia,11/29/2002
1496,England,270,10,1,89.3,3.02,-281,2,0,Australia,Australia,12/26/2002
1496,England,387,10,1,120.4,3.21,106,3,0,Australia,Australia,12/26/2002
1498,England,362,10,1,127,2.85,362,1,1,Australia,Australia,01/02/2003
1498,England,452,9,0,125.3,3.61,451,3,1,Australia,Australia,01/02/2003
1508,England,472,10,1,133.1,3.55,472,1,1,Zimbabwe,England,5/22/2003
1509,England,416,10,1,127.1,3.27,416,1,1,Zimbabwe,England,06/05/2003
1513,England,408,10,1,122.4,3.33,86,2,0,South Africa,England,7/24/2003
1513,England,110,1,1,34,3.24,-210,4,0,South Africa,England,7/24/2003
1515,England,173,10,1,48.4,3.57,173,1,0,South Africa,England,7/31/2003
1515,England,417,10,1,107.1,3.89,-92,3,0,South Africa,England,7/31/2003
1516,England,445,10,1,146.3,3.04,445,1,1,South Africa,England,8/14/2003
1516,England,118,10,1,46.4,2.54,201,3,1,South Africa,England,8/14/2003
1518,England,307,10,1,87.2,3.52,-35,2,0,South Africa,England,8/21/2003
1518,England,209,10,1,61.4,3.4,91,4,0,South Africa,England,8/21/2003
1521,England,604,9,0,162,3.73,120,2,1,South Africa,England,09/04/2003
1521,England,110,1,1,22.2,4.95,1,4,1,South Africa,England,09/04/2003
1527,England,295,10,1,120.3,2.45,92,2,1,Bangladesh,Bangladesh,10/21/2003
1527,England,164,3,1,39.2,4.18,1,4,1,Bangladesh,Bangladesh,10/21/2003
1529,England,326,10,1,135.3,2.41,326,1,1,Bangladesh,Bangladesh,10/29/2003
1529,England,293,5,0,67,4.37,467,3,1,Bangladesh,Bangladesh,10/29/2003
1532,England,235,10,1,100.4,2.34,-96,2,0,Sri Lanka,Sri Lanka,12/02/2003
1532,England,210,9,1,108,1.94,12,4,0,Sri Lanka,Sri Lanka,12/02/2003
1534,England,294,10,1,114.2,2.57,-88,2,0,Sri Lanka,Sri Lanka,12/10/2003
1534,England,285,7,1,140,2.04,-82,4,0,Sri Lanka,Sri Lanka,12/10/2003
1537,England,265,10,1,101,2.62,265,1,0,Sri Lanka,Sri Lanka,12/18/2003
1537,England,148,10,1,68,2.18,-215,3,0,Sri Lanka,Sri Lanka,12/18/2003
1548,England,339,10,1,103.2,3.28,28,2,1,West Indies,West Indies,03/11/2004
1548,England,20,0,1,2.3,8.7,1,4,1,West Indies,West Indies,03/11/2004
1551,England,319,10,1,133.5,2.39,111,2,1,West Indies,West Indies,3/19/2004
1551,England,99,3,1,15,6.6,1,4,1,West Indies,West Indies,3/19/2004
1555,England,226,10,1,90,2.51,2,2,1,West Indies,West Indies,04/01/2004
1555,England,93,2,1,20,4.65,1,4,1,West Indies,West Indies,04/01/2004
